"","Loc","Type","z"
"SLX.20307.i710_i503.H3FT3DRXY.s_1.r_SLX.20307.i710_i503.H3MLCDRXY.s_1.r.sorted.bam","E15C2_237_T","EmDisc_CS6",1
"SLX.20307.i710_i505.H3FT3DRXY.s_1.r_SLX.20307.i710_i505.H3MLCDRXY.s_1.r.sorted.bam","E15C2_237_AF","Stalk_CS6",1
"SLX.20307.i710_i507.H3FT3DRXY.s_1.r_SLX.20307.i710_i507.H3MLCDRXY.s_1.r.sorted.bam","E15C2_237_BD","ExMes_CS6",1
"SLX.20307.i710_i508.H3FT3DRXY.s_1.r_SLX.20307.i710_i508.H3MLCDRXY.s_1.r.sorted.bam","E15C1_220_N","Am_CS6",1
"SLX.20307.i710_i510.H3FT3DRXY.s_1.r_SLX.20307.i710_i510.H3MLCDRXY.s_1.r.sorted.bam","E15C1_220_Z","VE_CS6",1
"SLX.20307.i711_i503.H3FT3DRXY.s_1.r_SLX.20307.i711_i503.H3MLCDRXY.s_1.r.sorted.bam","E15C2_237_U","EmDisc_CS6",1
"SLX.20307.i711_i505.H3FT3DRXY.s_1.r_SLX.20307.i711_i505.H3MLCDRXY.s_1.r.sorted.bam","E15C2_237_AG","ExMes_CS6",1
"SLX.20307.i711_i507.H3FT3DRXY.s_1.r_SLX.20307.i711_i507.H3MLCDRXY.s_1.r.sorted.bam","E15C2_237_BE","ExMes_CS6",1
"SLX.20307.i711_i508.H3FT3DRXY.s_1.r_SLX.20307.i711_i508.H3MLCDRXY.s_1.r.sorted.bam","E15C1_220_O","Am_CS6",1
"SLX.20307.i712_i503.H3FT3DRXY.s_1.r_SLX.20307.i712_i503.H3MLCDRXY.s_1.r.sorted.bam","E15C2_237_V","EmDisc_CS6",1
"SLX.20307.i712_i505.H3FT3DRXY.s_1.r_SLX.20307.i712_i505.H3MLCDRXY.s_1.r.sorted.bam","E15C2_237_AH","ExMes_CS6",1
"SLX.20307.i712_i510.H3FT3DRXY.s_1.r_SLX.20307.i712_i510.H3MLCDRXY.s_1.r.sorted.bam","E15C1_220_AB","EmDisc_CS6",1
"SLX.20307.i714_i507.H3FT3DRXY.s_1.r_SLX.20307.i714_i507.H3MLCDRXY.s_1.r.sorted.bam","E15C2_237_BG","ExMes_CS6",1
"SLX.20307.i714_i510.H3FT3DRXY.s_1.r_SLX.20307.i714_i510.H3MLCDRXY.s_1.r.sorted.bam","E15C1_220_AC","Am_CS6",1
"SLX.20307.i715_i503.H3FT3DRXY.s_1.r_SLX.20307.i715_i503.H3MLCDRXY.s_1.r.sorted.bam","E15C2_237_X","EmDisc_CS6",1
"SLX.20307.i715_i505.H3FT3DRXY.s_1.r_SLX.20307.i715_i505.H3MLCDRXY.s_1.r.sorted.bam","E15C2_237_AJ","ExMes_CS6",1
"SLX.20307.i715_i507.H3FT3DRXY.s_1.r_SLX.20307.i715_i507.H3MLCDRXY.s_1.r.sorted.bam","E15C2_237_BH","ExMes_CS6",1
"SLX.20307.i715_i508.H3FT3DRXY.s_1.r_SLX.20307.i715_i508.H3MLCDRXY.s_1.r.sorted.bam","E15C1_220_R","Stalk_CS6",1
"SLX.20307.i715_i510.H3FT3DRXY.s_1.r_SLX.20307.i715_i510.H3MLCDRXY.s_1.r.sorted.bam","E15C1_220_AD","EmDisc_CS6",1
"SLX.20307.i715_i511.H3FT3DRXY.s_1.r_SLX.20307.i715_i511.H3MLCDRXY.s_1.r.sorted.bam","E15C1_220_AP","SYS_CS6",1
"SLX.20308.i701_i502.H3FT3DRXY.s_2.r_SLX.20308.i701_i502.H3MLCDRXY.s_2.r.sorted.bam","E25D_219_A","Tb_CS7",1
"SLX.20308.i701_i503.H3FT3DRXY.s_2.r_SLX.20308.i701_i503.H3MLCDRXY.s_2.r.sorted.bam","E25D_219_M","EmDisc_CS7",1
"SLX.20308.i701_i505.H3FT3DRXY.s_2.r_SLX.20308.i701_i505.H3MLCDRXY.s_2.r.sorted.bam","E25D_219_Y","VE_CS7",1
"SLX.20308.i701_i506.H3FT3DRXY.s_2.r_SLX.20308.i701_i506.H3MLCDRXY.s_2.r.sorted.bam","E25D_219_AK","EmDisc_CS7",1
"SLX.20308.i701_i507.H3FT3DRXY.s_2.r_SLX.20308.i701_i507.H3MLCDRXY.s_2.r.sorted.bam","E25D_219_AW","EmDisc_CS7",1
"SLX.20308.i701_i508.H3FT3DRXY.s_2.r_SLX.20308.i701_i508.H3MLCDRXY.s_2.r.sorted.bam","E25D_219_BI","Am_CS7",1
"SLX.20308.i701_i511.H3FT3DRXY.s_2.r_SLX.20308.i701_i511.H3MLCDRXY.s_2.r.sorted.bam","E25D_220_G","Stalk_CS7",1
"SLX.20308.i702_i502.H3FT3DRXY.s_2.r_SLX.20308.i702_i502.H3MLCDRXY.s_2.r.sorted.bam","E25D_219_B","Tb_CS7",1
"SLX.20308.i702_i503.H3FT3DRXY.s_2.r_SLX.20308.i702_i503.H3MLCDRXY.s_2.r.sorted.bam","E25D_219_N","EmDisc_CS7",1
"SLX.20308.i702_i505.H3FT3DRXY.s_2.r_SLX.20308.i702_i505.H3MLCDRXY.s_2.r.sorted.bam","E25D_219_Z","VE_CS7",1
"SLX.20308.i702_i506.H3FT3DRXY.s_2.r_SLX.20308.i702_i506.H3MLCDRXY.s_2.r.sorted.bam","E25D_219_AL","EmDisc_CS7",1
"SLX.20308.i702_i507.H3FT3DRXY.s_2.r_SLX.20308.i702_i507.H3MLCDRXY.s_2.r.sorted.bam","E25D_219_AX","EmDisc_CS7",1
"SLX.20308.i702_i511.H3FT3DRXY.s_2.r_SLX.20308.i702_i511.H3MLCDRXY.s_2.r.sorted.bam","E25D_220_H","PGC_CS7",1
"SLX.20308.i703_i502.H3FT3DRXY.s_2.r_SLX.20308.i703_i502.H3MLCDRXY.s_2.r.sorted.bam","E25D_219_C","PGC_CS7",1
"SLX.20308.i703_i503.H3FT3DRXY.s_2.r_SLX.20308.i703_i503.H3MLCDRXY.s_2.r.sorted.bam","E25D_219_O","EmDisc_CS7",1
"SLX.20308.i703_i505.H3FT3DRXY.s_2.r_SLX.20308.i703_i505.H3MLCDRXY.s_2.r.sorted.bam","E25D_219_AA","SYS_CS7",1
"SLX.20308.i703_i506.H3FT3DRXY.s_2.r_SLX.20308.i703_i506.H3MLCDRXY.s_2.r.sorted.bam","E25D_219_AM","EmDisc_CS7",1
"SLX.20308.i703_i507.H3FT3DRXY.s_2.r_SLX.20308.i703_i507.H3MLCDRXY.s_2.r.sorted.bam","E25D_219_AY","EmDisc_CS7",1
"SLX.20308.i703_i508.H3FT3DRXY.s_2.r_SLX.20308.i703_i508.H3MLCDRXY.s_2.r.sorted.bam","E25D_219_BK","Am_CS7",1
"SLX.20308.i703_i511.H3FT3DRXY.s_2.r_SLX.20308.i703_i511.H3MLCDRXY.s_2.r.sorted.bam","E25D_220_I","Stalk_CS7",1
"SLX.20308.i704_i502.H3FT3DRXY.s_2.r_SLX.20308.i704_i502.H3MLCDRXY.s_2.r.sorted.bam","E25D_219_D","Stalk_CS7",1
"SLX.20308.i704_i503.H3FT3DRXY.s_2.r_SLX.20308.i704_i503.H3MLCDRXY.s_2.r.sorted.bam","E25D_219_P","Stalk_CS7",1
"SLX.20308.i704_i505.H3FT3DRXY.s_2.r_SLX.20308.i704_i505.H3MLCDRXY.s_2.r.sorted.bam","E25D_219_AB","SYS_CS7",1
"SLX.20308.i704_i506.H3FT3DRXY.s_2.r_SLX.20308.i704_i506.H3MLCDRXY.s_2.r.sorted.bam","E25D_219_AN","EmDisc_CS7",1
"SLX.20308.i704_i507.H3FT3DRXY.s_2.r_SLX.20308.i704_i507.H3MLCDRXY.s_2.r.sorted.bam","E25D_219_AZ","PGC_CS7",1
"SLX.20308.i704_i510.H3FT3DRXY.s_2.r_SLX.20308.i704_i510.H3MLCDRXY.s_2.r.sorted.bam","E25D_219_BX","ExMes_CS7",1
"SLX.20308.i704_i511.H3FT3DRXY.s_2.r_SLX.20308.i704_i511.H3MLCDRXY.s_2.r.sorted.bam","E25D_220_J","Stalk_CS7",1
"SLX.20308.i705_i502.H3FT3DRXY.s_2.r_SLX.20308.i705_i502.H3MLCDRXY.s_2.r.sorted.bam","E25D_219_E","Stalk_CS7",1
"SLX.20308.i705_i503.H3FT3DRXY.s_2.r_SLX.20308.i705_i503.H3MLCDRXY.s_2.r.sorted.bam","E25D_219_Q","EmDisc_CS7",1
"SLX.20308.i705_i506.H3FT3DRXY.s_2.r_SLX.20308.i705_i506.H3MLCDRXY.s_2.r.sorted.bam","E25D_219_AO","EmDisc_CS7",1
"SLX.20308.i705_i507.H3FT3DRXY.s_2.r_SLX.20308.i705_i507.H3MLCDRXY.s_2.r.sorted.bam","E25D_219_BA","Stalk_CS7",1
"SLX.20308.i705_i511.H3FT3DRXY.s_2.r_SLX.20308.i705_i511.H3MLCDRXY.s_2.r.sorted.bam","E25D_220_K","Stalk_CS7",1
"SLX.20308.i706_i502.H3FT3DRXY.s_2.r_SLX.20308.i706_i502.H3MLCDRXY.s_2.r.sorted.bam","E25D_219_F","Stalk_CS7",1
"SLX.20308.i706_i506.H3FT3DRXY.s_2.r_SLX.20308.i706_i506.H3MLCDRXY.s_2.r.sorted.bam","E25D_219_AP","EmDisc_CS7",1
"SLX.20308.i706_i507.H3FT3DRXY.s_2.r_SLX.20308.i706_i507.H3MLCDRXY.s_2.r.sorted.bam","E25D_219_BB","EmDisc_CS7",1
"SLX.20308.i706_i510.H3FT3DRXY.s_2.r_SLX.20308.i706_i510.H3MLCDRXY.s_2.r.sorted.bam","E25D_219_BZ","SYS_CS7",1
"SLX.20308.i706_i511.H3FT3DRXY.s_2.r_SLX.20308.i706_i511.H3MLCDRXY.s_2.r.sorted.bam","E25D_220_L","PGC_CS7",1
"SLX.20308.i707_i502.H3FT3DRXY.s_2.r_SLX.20308.i707_i502.H3MLCDRXY.s_2.r.sorted.bam","E25D_219_G","ExMes_CS7",1
"SLX.20308.i707_i503.H3FT3DRXY.s_2.r_SLX.20308.i707_i503.H3MLCDRXY.s_2.r.sorted.bam","E25D_219_S","VE_CS7",1
"SLX.20308.i707_i506.H3FT3DRXY.s_2.r_SLX.20308.i707_i506.H3MLCDRXY.s_2.r.sorted.bam","E25D_219_AQ","EmDisc_CS7",1
"SLX.20308.i707_i507.H3FT3DRXY.s_2.r_SLX.20308.i707_i507.H3MLCDRXY.s_2.r.sorted.bam","E25D_219_BC","PGC_CS7",1
"SLX.20308.i707_i508.H3FT3DRXY.s_2.r_SLX.20308.i707_i508.H3MLCDRXY.s_2.r.sorted.bam","E25D_219_BO","Am_CS7",1
"SLX.20308.i707_i510.H3FT3DRXY.s_2.r_SLX.20308.i707_i510.H3MLCDRXY.s_2.r.sorted.bam","E25D_220_A","Tb_CS7",1
"SLX.20308.i707_i511.H3FT3DRXY.s_2.r_SLX.20308.i707_i511.H3MLCDRXY.s_2.r.sorted.bam","E25D_220_M","EmDisc_CS7",1
"SLX.20308.i710_i502.H3FT3DRXY.s_2.r_SLX.20308.i710_i502.H3MLCDRXY.s_2.r.sorted.bam","E25D_219_H","ExMes_CS7",1
"SLX.20308.i710_i503.H3FT3DRXY.s_2.r_SLX.20308.i710_i503.H3MLCDRXY.s_2.r.sorted.bam","E25D_219_T","VE_CS7",1
"SLX.20308.i710_i506.H3FT3DRXY.s_2.r_SLX.20308.i710_i506.H3MLCDRXY.s_2.r.sorted.bam","E25D_219_AR","EmDisc_CS7",1
"SLX.20308.i710_i507.H3FT3DRXY.s_2.r_SLX.20308.i710_i507.H3MLCDRXY.s_2.r.sorted.bam","E25D_219_BD","PGC_CS7",1
"SLX.20308.i710_i508.H3FT3DRXY.s_2.r_SLX.20308.i710_i508.H3MLCDRXY.s_2.r.sorted.bam","E25D_219_BP","Am_CS7",1
"SLX.20308.i710_i511.H3FT3DRXY.s_2.r_SLX.20308.i710_i511.H3MLCDRXY.s_2.r.sorted.bam","E25D_220_N","Stalk_CS7",1
"SLX.20308.i711_i502.H3FT3DRXY.s_2.r_SLX.20308.i711_i502.H3MLCDRXY.s_2.r.sorted.bam","E25D_219_I","Stalk_CS7",1
"SLX.20308.i711_i503.H3FT3DRXY.s_2.r_SLX.20308.i711_i503.H3MLCDRXY.s_2.r.sorted.bam","E25D_219_U","VE_CS7",1
"SLX.20308.i711_i505.H3FT3DRXY.s_2.r_SLX.20308.i711_i505.H3MLCDRXY.s_2.r.sorted.bam","E25D_219_AG","SYS_CS7",1
"SLX.20308.i711_i507.H3FT3DRXY.s_2.r_SLX.20308.i711_i507.H3MLCDRXY.s_2.r.sorted.bam","E25D_219_BE","Am_CS7",1
"SLX.20308.i711_i510.H3FT3DRXY.s_2.r_SLX.20308.i711_i510.H3MLCDRXY.s_2.r.sorted.bam","E25D_220_C","EmDisc_CS7",1
"SLX.20308.i711_i511.H3FT3DRXY.s_2.r_SLX.20308.i711_i511.H3MLCDRXY.s_2.r.sorted.bam","E25D_220_O","Stalk_CS7",1
"SLX.20308.i712_i502.H3FT3DRXY.s_2.r_SLX.20308.i712_i502.H3MLCDRXY.s_2.r.sorted.bam","E25D_219_J","Stalk_CS7",1
"SLX.20308.i712_i503.H3FT3DRXY.s_2.r_SLX.20308.i712_i503.H3MLCDRXY.s_2.r.sorted.bam","E25D_219_V","VE_CS7",1
"SLX.20308.i712_i507.H3FT3DRXY.s_2.r_SLX.20308.i712_i507.H3MLCDRXY.s_2.r.sorted.bam","E25D_219_BF","PGC_CS7",1
"SLX.20308.i712_i508.H3FT3DRXY.s_2.r_SLX.20308.i712_i508.H3MLCDRXY.s_2.r.sorted.bam","E25D_219_BR","PGC_CS7",1
"SLX.20308.i712_i510.H3FT3DRXY.s_2.r_SLX.20308.i712_i510.H3MLCDRXY.s_2.r.sorted.bam","E25D_220_D","SYS_CS7",1
"SLX.20308.i712_i511.H3FT3DRXY.s_2.r_SLX.20308.i712_i511.H3MLCDRXY.s_2.r.sorted.bam","E25D_220_P","Stalk_CS7",1
"SLX.20308.i714_i502.H3FT3DRXY.s_2.r_SLX.20308.i714_i502.H3MLCDRXY.s_2.r.sorted.bam","E25D_219_K","PGC_CS7",1
"SLX.20308.i714_i503.H3FT3DRXY.s_2.r_SLX.20308.i714_i503.H3MLCDRXY.s_2.r.sorted.bam","E25D_219_W","VE_CS7",1
"SLX.20308.i714_i505.H3FT3DRXY.s_2.r_SLX.20308.i714_i505.H3MLCDRXY.s_2.r.sorted.bam","E25D_219_AI","SYS_CS7",1
"SLX.20308.i714_i507.H3FT3DRXY.s_2.r_SLX.20308.i714_i507.H3MLCDRXY.s_2.r.sorted.bam","E25D_219_BG","Stalk_CS7",1
"SLX.20308.i714_i510.H3FT3DRXY.s_2.r_SLX.20308.i714_i510.H3MLCDRXY.s_2.r.sorted.bam","E25D_220_E","Stalk_CS7",1
"SLX.20308.i714_i511.H3FT3DRXY.s_2.r_SLX.20308.i714_i511.H3MLCDRXY.s_2.r.sorted.bam","E25D_220_Q","Stalk_CS7",1
"SLX.20308.i715_i502.H3FT3DRXY.s_2.r_SLX.20308.i715_i502.H3MLCDRXY.s_2.r.sorted.bam","E25D_219_L","Stalk_CS7",1
"SLX.20308.i715_i503.H3FT3DRXY.s_2.r_SLX.20308.i715_i503.H3MLCDRXY.s_2.r.sorted.bam","E25D_219_X","VE_CS7",1
"SLX.20308.i715_i505.H3FT3DRXY.s_2.r_SLX.20308.i715_i505.H3MLCDRXY.s_2.r.sorted.bam","E25D_219_AJ","SYS_CS7",1
"SLX.20308.i715_i506.H3FT3DRXY.s_2.r_SLX.20308.i715_i506.H3MLCDRXY.s_2.r.sorted.bam","E25D_219_AV","EmDisc_CS7",1
"SLX.20308.i715_i507.H3FT3DRXY.s_2.r_SLX.20308.i715_i507.H3MLCDRXY.s_2.r.sorted.bam","E25D_219_BH","Stalk_CS7",1
"SLX.20308.i715_i510.H3FT3DRXY.s_2.r_SLX.20308.i715_i510.H3MLCDRXY.s_2.r.sorted.bam","E25D_220_F","Stalk_CS7",1
"SLX.20308.i715_i511.H3FT3DRXY.s_2.r_SLX.20308.i715_i511.H3MLCDRXY.s_2.r.sorted.bam","E25D_220_R","PGC_CS7",1
